"Latest: Time (min)";"Latest: Temperatur metall (°C)";"Latest: Temperatur svart (°C)"
11,1333333333;24,2215891785;25,8075597711
11,15;24,218687533;25,7901700679
11,1666666667;24,2143350415;25,7655346473
11,1833333333;24,2027282609;25,7553906451
11,2;24,1911212804;25,7365517709
11,2166666667;24,1824159129;25,7336534807
11,2333333333;24,175161353;25,7119162858
11,25;24,175161353;25,6945265014
11,2666666667;24,1635538919;25,6771366866
11,2833333333;24,1562991247;25,6640943026
11,3;24,1504952531;25,6510518966
11,3166666667;24,1504952531;25,6394586268
11,3333333333;24,1504952531;25,632212823
11,35;24,1446913299;25,6148228592
11,3666666667;24,1359853479;25,5959836722
11,3833333333;24,1287302734;25,5785935932
11,4;24,117121984;25,5698985305
11,4166666667;24,1098666962;25,5626526324
11,4333333333;24,1040624064;25,5452624289
11,45;24,0968069695;25,5322197293
11,4666666667;24,0895514493;25,511931
11,4833333333;24,083746973;25,4974389832
11,5;24,0793935804;25,4814976961
11,5166666667;24,0793935804;25,472802417
11,5333333333;24,0779424428;25,4655563336
11,55;24,0735890099;25,4510641171
